ACCOUNT: 
TechSpec Version: 2.0 
Customisation Date: 2026-07-22 
Scan Version: 2.0
FQDN:afs-vm-eastus-elastic-az1-ml-p01.jphjhwchgmwurgklsgogdo0e3h.bx.internal.cloudapp.net 
IP-ADDRESS:192.168.0.7/26 
OS-NAME: RedHatLinux9.8 
Scan-Date: 2026-07-22
Time-Stamp: 08:53:06
********************************************************
SECTION-ID|SECTION-HEADING|SYSTEM-VALUE/PARAMETER|CURRENT-VALUE|TEST-RESULT
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.172 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.166 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.164 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.150 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.180 400 are correct|Yes
IZ1.C.20.1.4.1|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit log files are mode 0640 or less permissive.|File permissions on /var/log/audit/audit.log.174 400 are correct|Yes
IZ1.C.20.1.4.2|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure only authorized users own audit log files|File permissions on /var/log/audit/audit.log.162 400 are correct|Yes
IZ1.C.20.1.4.3|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure only authorized groups are assigned ownership of audit log files.|File permissions on /var/log/audit/audit.log.147 400 are correct|Yes
IZ1.C.20.1.4.4|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure the audit log directory is 0750 or more restrictive.|File permissions on /var/log/audit/audit.log.171 400 are correct|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|File permissions on /var/log/audit/audit.log.161 400 are correct|No
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|Only authorized users own audit log files|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|Only authorized groups are assigned ownership of audit log files. log_group = root|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|Permissions are valid|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/plugins.d/sedispatch.conf permissions are not valid.|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/audit.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/immutable.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/MAC-policy.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/perm_mod.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/audit_rules_networkconfig_modification.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/session.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/user_emulation.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/actions.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/audit_rules_usergroup_modification.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/logins.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/privileged.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/delete.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/access.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/module-change.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.5|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are 640 or more restrictive.|/etc/audit/rules.d/audit_time_rules.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.6|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files are owned by root.|/etc/audit/rules.d/time-change.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.7|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit configuration files belong to group root.|/etc/audit/audit-stop.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|/etc/audit/auditd.conf Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|/etc/audit/audit.rules Permissions are valid and is owned by the root user and root group|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|Audit configuration files are owned by root|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|Audit configuration files belong to group root.|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|Permissions and group for /sbin/auditctl are 755 and root: OK|Yes
IZ1.C.20.1.4.8|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools are 755 or more restrictive.|Permissions and group for /sbin/aureport are 755 and root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Permissions and group for /sbin/ausearch are 755 and root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Permissions and group for /sbin/autrace are 750 and root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Permissions and group for /sbin/auditd are 755 and root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Permissions and group for /sbin/augenrules are 755 and root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Owner for /sbin/auditctl is root: OK|Yes
IZ1.C.20.1.4.9|Logging and Auditing / Configure System Accounting (auditd) / Configure auditd file access.|Ensure audit tools are owned by root.|Owner for /sbin/aureport is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Owner for /sbin/ausearch is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Owner for /sbin/autrace is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Owner for /sbin/auditd is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Owner for /sbin/augenrules is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Group for /sbin/auditctl is root: OK|Yes
IZ1.C.20.1.4.10|Logging and Auditing/Configure System Accounting (auditd)/Configure auditd file access.|Ensure audit tools belong to group root.|Group for /sbin/aureport is root: OK|Yes
|||Group for /sbin/ausearch is root: OK|
|||Group for /sbin/autrace is root: OK|
|||Group for /sbin/auditd is root: OK|
|||Group for /sbin/augenrules is root: OK|
